epoch,train_loss,train_accuracy,validation_loss,validation_accuracy
1,0.14234921038968898,0.9428793256433008,0.06736937792312285,0.9752846790890269
2,0.03972388458679518,0.9863021295474712,0.046647304424562434,0.984860248447205
3,0.03063700401736857,0.9882985803016859,0.030046114953539448,0.9887422360248447
